Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
1720,45,Maryland,0,8,Quarterly,3,-2.799753142,87.63510596,-2.799753142,72.65906909,Average,112,Hibernating
1721,25,Massachusetts,0,40,Bi-Weekly,114,4.214407013,17.95322953,4.214407013,11.23850961,Average,544,Champion
1722,34,Delaware,0,24,Monthly,12,-1.921571095,78.91084367,-1.921571095,64.96913452,Good,331,Promising
1723,46,Massachusetts,0,14,Fortnightly,28,-1.224813526,71.98893517,-1.224813526,58.86787096,Average,322,Promising
1724,70,New York,0,39,Annually,1,-1.508237233,74.80459596,-1.508237233,61.34971373,Average,141,Need Attention
1725,42,Delaware,0,21,Weekly,57,0.903842251,50.84189469,0.903842251,40.22797313,Average,434,Potential Loyalist
1726,45,Massachusetts,0,32,Quarterly,3,-1.391663144,73.64649562,-1.391663144,60.32891501,Average,141,Need Attention
1727,57,Indiana,0,45,Weekly,57,0.707362127,52.79381814,0.707362127,41.94848119,Average,451,Loyal Customer
1728,49,Virginia,0,19,Monthly,12,-1.212066851,71.86230388,-1.212066851,58.75625277,Good,323,Promising
1729,23,Wyoming,0,1,Every 3 Months,4,-2.87819607,88.4143939,-2.87819607,73.34596651,Good,212,About to Sleep
1730,47,Illinois,0,12,Fortnightly,28,-2.630033009,85.9490285,-2.630033009,71.17288895,Average,321,Promising
1731,23,Alabama,0,26,Weekly,57,-0.861300231,68.37762777,-0.861300231,55.68471155,Good,431,Potential Loyalist
1732,21,Idaho,0,12,Monthly,12,-0.26098644,62.41383589,-0.26098644,50.4279726,Average,325,Promising
1733,45,Rhode Island,0,36,Every 3 Months,4,-0.370807047,63.50484405,-0.370807047,51.38963344,Average,242,Need Attention
1734,67,New York,0,22,Annually,1,0.059566604,59.22931527,0.059566604,47.62100114,Average,135,At Risk
1735,31,Missouri,0,16,Quarterly,3,0.245367492,57.38348424,0.245367492,45.99400743,Average,125,Need Attention
1736,58,Texas,0,31,Annually,1,-1.470894211,74.4336133,-1.470894211,61.02271389,Average,141,Need Attention
1737,57,Tennessee,0,43,Quarterly,3,0.552146471,54.33580148,0.552146471,43.30765067,Average,153,At Risk
1738,42,Ohio,0,50,Bi-Weekly,114,5.497832416,5.203094323,5.497832416,0,Good,555,Champion
1739,60,Tennessee,0,37,Weekly,57,1.546990209,44.45256858,1.546990209,34.59615027,Average,443,Loyal Customer
1740,21,Minnesota,0,23,Weekly,57,2.140159616,38.55975228,2.140159616,29.40197221,Good,435,Potential Loyalist
1741,69,Wisconsin,0,10,Every 3 Months,4,-3.395244177,93.55098638,-3.395244177,77.87357684,Average,211,About to Sleep
1742,41,Delaware,0,20,Monthly,12,-1.227291112,72.01354864,-1.227291112,58.88956632,Average,322,Promising
1743,51,Kansas,0,18,Every 3 Months,4,-0.350123543,63.29936465,-0.350123543,51.20851519,Good,224,About to Sleep
1744,23,Missouri,0,3,Weekly,57,-0.342240131,63.22104723,-0.342240131,51.13948289,Average,414,Recent Customer
1745,57,Michigan,0,23,Weekly,57,0.662266083,53.24182287,0.662266083,42.34337156,Average,433,Potential Loyalist
1746,40,West Virginia,0,27,Weekly,57,-0.580945784,65.59245841,-0.580945784,53.22974522,Average,431,Potential Loyalist
1747,65,Alabama,0,44,Fortnightly,28,0.556411737,54.29342838,0.556411737,43.27030123,Average,352,Loyal Customer
1748,61,New Hampshire,0,41,Quarterly,3,-1.190877249,71.65179666,-1.190877249,58.5707028,Average,151,Need Attention
1749,34,Montana,0,41,Annually,1,1.712680021,42.80653018,1.712680021,33.14526226,Average,155,At Risk
1750,43,Wyoming,0,36,Every 3 Months,4,0.473703543,55.11508942,0.473703543,43.99454809,Average,244,At Risk
1751,31,Missouri,0,38,Every 3 Months,4,1.245540084,47.44731206,1.245540084,37.23584411,Average,245,At Risk
1752,57,Ohio,0,34,Annually,1,-1.009860637,69.85349482,-1.009860637,56.98560332,Average,142,Need Attention
1753,34,South Dakota,0,14,Quarterly,3,-2.806647643,87.70359909,-2.806647643,72.71944184,Average,121,Hibernating
1754,25,Colorado,0,23,Fortnightly,28,-1.615185043,75.86706445,-1.615185043,62.28621849,Good,331,Promising
1755,66,Massachusetts,0,18,Fortnightly,28,0.82556591,51.61952767,0.82556591,40.9134118,Average,325,Promising
1756,56,Delaware,0,45,Monthly,12,-0.805612553,67.82440089,-0.805612553,55.19707393,Good,351,Loyal Customer
1757,49,New Hampshire,0,14,Weekly,57,-0.298579344,62.787301,-0.298579344,50.75716057,Average,423,Potential Loyalist
1758,19,Michigan,0,48,Annually,1,2.239493143,37.57292757,2.239493143,28.53214308,Average,155,At Risk
1759,27,Pennsylvania,0,17,Bi-Weekly,114,1.43987581,45.51669203,1.43987581,35.53411379,Good,523,Potential Loyalist
1760,68,Louisiana,0,1,Weekly,57,-1.071851142,70.46933686,-1.071851142,57.5284326,Good,413,Recent Customer
1761,20,Minnesota,0,39,Weekly,57,0.967609805,50.20839862,0.967609805,39.66958284,Average,442,Loyal Customer
1762,21,Hawaii,0,24,Weekly,57,2.082709826,39.13048478,2.082709826,29.90504002,Good,435,Potential Loyalist
1763,36,Idaho,0,41,Fortnightly,28,0.264280281,57.19559594,0.264280281,45.82839472,Average,352,Loyal Customer
1764,37,Vermont,0,28,Annually,1,0.812731634,51.74702924,0.812731634,41.02579709,Average,135,At Risk
1765,61,Delaware,0,34,Quarterly,3,-0.282022367,62.62281641,-0.282022367,50.61217689,Average,143,At Risk
1766,68,New Mexico,0,41,Quarterly,3,1.553782171,44.38509413,1.553782171,34.53667543,Good,155,At Risk
1767,60,Alaska,0,27,Bi-Weekly,114,2.047692741,39.47836053,2.047692741,30.21167245,Good,533,Potential Loyalist
1768,69,Minnesota,0,46,Fortnightly,28,2.595014163,34.04101908,2.595014163,25.41896923,Average,355,Loyal Customer
1769,25,Nebraska,0,2,Every 3 Months,4,-2.93564586,88.9851264,-2.93564586,73.84903433,Average,212,About to Sleep
1770,32,Alaska,0,45,Monthly,12,1.516791571,44.75257567,1.516791571,34.86058924,Good,354,Loyal Customer
1771,53,Michigan,0,34,Weekly,57,-0.307485839,62.87578219,-0.307485839,50.83515165,Good,441,Loyal Customer
1772,46,Indiana,0,9,Annually,1,-0.967058371,69.42827752,-0.967058371,56.61079878,Good,114,Need Attention
1773,58,Hawaii,0,1,Annually,1,-3.54769818,95.0655342,-3.54769818,79.20856349,Average,111,Hibernating
1774,21,West Virginia,0,17,Annually,1,0.009011316,59.73155463,0.009011316,48.06369621,Average,125,Need Attention
1775,46,New York,0,6,Weekly,57,0.118793443,58.64092875,0.118793443,47.10237233,Average,414,Recent Customer
1776,18,Iowa,0,12,Bi-Weekly,114,0.71371205,52.7307351,0.71371205,41.89287713,Average,522,Potential Loyalist
1777,56,Arizona,0,10,Every 3 Months,4,-1.579546407,75.51301393,-1.579546407,61.97414336,Average,213,About to Sleep
1778,18,Minnesota,0,4,Fortnightly,28,-2.212660222,81.80265626,-2.212660222,67.5181007,Good,312,Need Attention
1779,49,Texas,0,8,Bi-Weekly,114,2.421404741,35.76573451,2.421404741,26.93920652,Good,515,Recent Customer
1780,29,Virginia,0,41,Weekly,57,1.866122935,41.28215806,1.866122935,31.80161606,Good,453,Loyal Customer
1781,67,North Dakota,0,49,Weekly,57,3.222222387,27.81004559,3.222222387,19.92672509,Good,454,Champion
1782,31,Iowa,0,49,Quarterly,3,-0.214807562,61.95507378,-0.214807562,50.02360023,Average,151,Need Attention
1783,52,Utah,0,40,Fortnightly,28,2.13742784,38.58689099,2.13742784,29.42589342,Average,345,Loyal Customer
1784,42,Ohio,0,30,Monthly,12,-0.619474181,65.97521714,-0.619474181,53.56712499,Average,332,Promising
1785,32,Louisiana,0,4,Quarterly,3,-3.414464574,93.7419306,-3.414464574,78.04188317,Good,111,Hibernating
1786,47,Iowa,0,22,Monthly,12,-2.017799163,79.86681734,-2.017799163,65.81177022,Good,331,Promising
1787,45,Maryland,0,22,Monthly,12,-1.806671515,77.76937868,-1.806671515,63.96299889,Good,331,Promising
1788,20,Montana,0,10,Quarterly,3,-2.703525074,86.6791323,-2.703525074,71.81643338,Good,112,Hibernating
1789,66,Illinois,0,23,Bi-Weekly,114,1.221853661,47.68262382,1.221853661,37.44325787,Average,532,Potential Loyalist
1790,52,Arizona,0,43,Quarterly,3,-0.587942826,65.66197023,-0.587942826,53.29101588,Average,151,Need Attention
1791,50,North Carolina,0,31,Bi-Weekly,114,1.14228511,48.47309422,1.14228511,38.14001199,Average,541,Loyal Customer
1792,62,Montana,0,38,Annually,1,1.716127271,42.77228361,1.716127271,33.11507588,Good,145,At Risk
1793,38,Iowa,0,22,Every 3 Months,4,-0.959952467,69.35768422,-0.959952467,56.54857485,Average,233,At Risk
1794,65,Iowa,0,45,Every 3 Months,4,2.025706383,39.69678306,2.025706383,30.40419933,Average,255,At Risk
1795,60,Ohio,0,21,Fortnightly,28,-1.204706758,71.78918533,-1.204706758,58.69180299,Average,332,Promising
1796,68,Wisconsin,0,9,Fortnightly,28,-2.879938936,88.43170832,-2.879938936,73.36122818,Good,311,Lost
1797,62,South Carolina,0,34,Weekly,57,0.241446045,57.42244169,0.241446045,46.02834618,Average,441,Loyal Customer
1798,62,Oregon,0,26,Weekly,57,-0.312368347,62.92428726,-0.312368347,50.87790607,Average,431,Potential Loyalist
1799,40,North Dakota,0,1,Weekly,57,-0.058438434,60.40163131,-0.058438434,48.65433019,Average,414,Recent Customer
1800,32,California,0,47,Weekly,57,1.690326315,43.02860212,1.690326315,33.34100588,Average,452,Loyal Customer
1801,22,Mississippi,0,30,Weekly,57,0.935726028,50.52514665,0.935726028,39.94877798,Average,433,Potential Loyalist
1802,33,New Jersey,0,48,Fortnightly,28,1.382250816,46.08916509,1.382250816,36.0387158,Average,353,Loyal Customer
1803,57,Rhode Island,0,31,Bi-Weekly,114,4.098072177,19.10895303,4.098072177,12.25721329,Average,545,Champion
1804,60,New Hampshire,0,33,Fortnightly,28,2.032870013,39.62561629,2.032870013,30.34146992,Average,345,Loyal Customer
1805,30,Louisiana,0,39,Weekly,57,0.883158746,51.04737408,0.883158746,40.40909137,Good,442,Loyal Customer
1806,41,Arizona,0,46,Weekly,57,2.212256929,37.84350458,2.212256929,28.77064112,Good,453,Loyal Customer
1807,58,Rhode Island,0,24,Annually,1,-0.562039329,65.40463304,-0.562039329,53.06418798,Average,133,At Risk
1808,34,Vermont,0,37,Fortnightly,28,0.156275203,58.2685678,0.156275203,46.7741576,Average,342,Loyal Customer
1809,67,Tennessee,0,7,Monthly,12,-1.282728908,72.56429307,-1.282728908,59.37501581,Good,314,Need Attention
1810,58,Alaska,0,6,Fortnightly,28,0.2481975,57.35536964,0.2481975,45.96922604,Average,315,Need Attention
1811,41,Maryland,0,16,Bi-Weekly,114,0.188334184,57.95007921,0.188334184,46.49342826,Average,521,Potential Loyalist
1812,42,Wisconsin,0,33,Annually,1,0.483257157,55.02017945,0.483257157,43.91089042,Average,144,At Risk
1813,50,Nevada,0,18,Bi-Weekly,114,1.804681316,41.89254722,1.804681316,32.33963893,Good,523,Potential Loyalist
1814,40,Illinois,0,24,Weekly,57,0.689267352,52.97357991,0.689267352,42.10693084,Average,433,Potential Loyalist
1815,32,Montana,0,24,Quarterly,3,0.545828706,54.39856505,0.545828706,43.36297314,Average,135,At Risk
1816,51,New Mexico,0,48,Every 3 Months,4,1.38887619,46.0233456,1.38887619,35.98069972,Good,254,At Risk
1817,26,Virginia,0,4,Weekly,57,0.022565375,59.59690241,0.022565375,47.94500803,Good,414,Recent Customer
1818,32,Delaware,0,20,Weekly,57,-1.065533377,70.40657329,-1.065533377,57.47311013,Good,421,Potential Loyalist
1819,58,North Carolina,0,47,Every 3 Months,4,-0.073793084,60.55417143,-0.073793084,48.78878552,Average,252,Need Attention
1820,51,Nevada,0,50,Quarterly,3,2.092372302,39.03449332,2.092372302,29.82042908,Good,155,At Risk
1821,19,Washington,0,31,Monthly,12,1.349901447,46.41053853,1.349901447,36.32198798,Good,345,Loyal Customer
1822,57,Maine,0,29,Quarterly,3,-0.75483295,67.31993309,-0.75483295,54.75241462,Average,133,At Risk
1823,66,Connecticut,0,4,Annually,1,-1.186515777,71.60846781,-1.186515777,58.53251091,Good,115,Need Attention
1824,62,Louisiana,0,40,Bi-Weekly,114,2.778739009,32.21581239,2.778739009,23.81015469,Good,542,Loyal Customer
1825,58,Illinois,0,31,Monthly,12,-0.634698441,66.1264619,-0.634698441,53.70043853,Average,342,Loyal Customer
1826,23,South Dakota,0,41,Weekly,57,2.415054818,35.82881756,2.415054818,26.99481059,Good,454,Champion
1827,45,Indiana,0,44,Annually,1,0.526917943,54.58643322,0.526917943,43.52856811,Good,153,At Risk
1828,20,Vermont,0,31,Weekly,57,0.075991177,59.06614604,0.075991177,47.47717687,Good,442,Loyal Customer
1829,33,New Hampshire,0,45,Every 3 Months,4,1.519000029,44.73063584,1.519000029,34.84125054,Average,254,At Risk
1830,30,Oregon,0,50,Quarterly,3,2.514627597,34.83961601,2.514627597,26.12288641,Good,155,At Risk
1831,50,Kansas,0,7,Annually,1,-1.189963028,71.64271438,-1.189963028,58.56269728,Good,114,Need Attention
1832,62,Maine,0,5,Every 3 Months,4,-1.630101695,76.01525329,-1.630101695,62.41683842,Average,214,About to Sleep
1833,69,Louisiana,0,48,Monthly,12,-0.21790239,61.98581922,-0.21790239,50.05070056,Good,351,Loyal Customer
1834,34,Louisiana,0,19,Fortnightly,28,-0.794228472,67.71130622,-0.794228472,55.09738749,Good,323,Promising
1835,49,Indiana,0,39,Fortnightly,28,-0.169752024,61.50747145,-0.169752024,49.62906456,Good,341,Loyal Customer
1836,65,Kentucky,0,45,Quarterly,3,1.281757483,47.08751185,1.281757483,36.91870096,Average,154,At Risk
1837,66,South Carolina,0,35,Monthly,12,-0.146663598,61.27810046,-0.146663598,49.42688725,Good,343,Loyal Customer
1838,41,Montana,0,8,Monthly,12,-0.960148931,69.35963599,-0.960148931,56.55029522,Good,314,Need Attention
1839,37,Vermont,0,11,Quarterly,3,-3.225455688,91.86422984,-3.225455688,76.38679814,Good,121,Hibernating
1840,32,Mississippi,0,32,Annually,1,0.456255887,55.28842242,0.456255887,44.14733114,Average,144,At Risk
1841,42,Wyoming,0,46,Every 3 Months,4,2.348286359,36.49212598,2.348286359,27.57947874,Average,255,At Risk
1842,31,Vermont,0,7,Every 3 Months,4,-2.082805511,80.51262014,-2.082805511,66.38100819,Average,213,About to Sleep
1843,61,Alabama,0,1,Annually,1,-1.689774881,76.60807402,-1.689774881,62.93937574,Good,114,Need Attention
1844,36,Kentucky,0,32,Monthly,12,0.659068714,53.273587,0.659068714,42.3713698,Good,344,Loyal Customer
1845,60,South Dakota,0,31,Annually,1,-1.808698447,77.78951515,-1.808698447,63.98074802,Average,141,Need Attention
1846,51,Delaware,0,39,Quarterly,3,0.993073277,49.95543284,0.993073277,39.44660808,Average,144,At Risk
1847,68,Wisconsin,0,9,Quarterly,3,-2.13936893,81.07454702,-2.13936893,66.87631436,Average,113,Lost
1848,46,Arizona,0,49,Weekly,57,4.024507448,19.8397787,4.024507448,12.90139401,Good,455,Champion
1849,19,Maine,0,34,Every 3 Months,4,0.461926534,55.23208762,0.461926534,44.09767527,Average,244,At Risk
1850,30,New Mexico,0,35,Monthly,12,-0.653369952,66.31195323,-0.653369952,53.86393846,Good,342,Loyal Customer
1851,51,Wyoming,0,50,Weekly,57,3.080321539,29.21975355,3.080321539,21.16930144,Average,454,Champion
1852,28,Delaware,0,4,Fortnightly,28,-0.692541159,66.70109793,-0.692541159,54.20694708,Average,314,Need Attention
1853,41,Pennsylvania,0,32,Weekly,57,2.003141275,39.92095517,2.003141275,30.60179413,Average,444,Champion
1854,29,North Dakota,0,11,Fortnightly,28,-0.75688545,67.34032356,-0.75688545,54.77038765,Average,323,Promising
1855,25,Kentucky,0,49,Annually,1,0.915277468,50.72829201,0.915277468,40.12783891,Average,153,At Risk
1856,60,Rhode Island,0,9,Annually,1,-1.220411548,71.94520391,-1.220411548,58.82932438,Good,114,Need Attention
1857,63,Arizona,0,30,Bi-Weekly,114,2.297598667,36.99568071,2.297598667,28.02333323,Average,533,Potential Loyalist
1858,51,Colorado,0,33,Monthly,12,1.108325279,48.81046672,1.108325279,38.43738641,Good,345,Loyal Customer
1859,22,Maine,0,8,Annually,1,-1.585217054,75.56934873,-1.585217054,62.02379924,Good,114,Need Attention
1860,54,New Jersey,0,29,Fortnightly,28,-1.242049779,72.160168,-1.242049779,59.01880284,Average,331,Promising
1861,18,Kansas,0,4,Monthly,12,-1.785988011,77.56389928,-1.785988011,63.78188064,Good,313,Need Attention
1862,29,South Dakota,0,19,Monthly,12,-0.916488145,68.92588976,-0.916488145,56.1679729,Average,323,Promising
1863,59,New Hampshire,0,10,Fortnightly,28,-2.135103664,81.03217393,-2.135103664,66.83896492,Good,312,Need Attention
1864,25,Connecticut,0,39,Monthly,12,-1.178747817,71.53129734,-1.178747817,58.46448958,Good,341,Loyal Customer
1865,19,Wyoming,0,21,Quarterly,3,-0.506362281,64.85151177,-0.506362281,52.57664344,Average,134,At Risk
1866,56,Missouri,0,12,Monthly,12,-1.316624678,72.90102917,-1.316624678,59.67182928,Average,323,Promising
1867,31,Alaska,0,9,Fortnightly,28,-1.866526227,78.36400277,-1.866526227,64.48712577,Good,312,Need Attention
1868,45,Delaware,0,20,Quarterly,3,-1.420099671,73.92899709,-1.420099671,60.57792377,Average,123,Need Attention
1869,23,Indiana,0,44,Fortnightly,28,1.14756915,48.42060014,1.14756915,38.09374149,Good,353,Loyal Customer
1870,18,West Virginia,0,16,Every 3 Months,4,-0.61525373,65.93328924,-0.61525373,53.53016796,Average,224,About to Sleep
1871,43,Wyoming,0,27,Fortnightly,28,1.701960278,42.91302501,1.701960278,33.23913131,Good,335,Promising
1872,56,Illinois,0,14,Every 3 Months,4,0.048577733,59.33848374,0.048577733,47.71722686,Average,225,About to Sleep
1873,43,Alaska,0,24,Monthly,12,-0.401452032,63.80928535,-0.401452032,51.6579809,Good,333,Promising
1874,64,Wisconsin,0,49,Weekly,57,1.659877795,43.33109165,1.659877795,33.60763297,Average,452,Loyal Customer
1875,67,Indiana,0,14,Weekly,57,-1.227540994,72.01603108,-1.227540994,58.89175445,Average,421,Potential Loyalist
1876,63,Tennessee,0,6,Quarterly,3,-1.586989795,75.58695995,-1.586989795,62.03932251,Average,114,Need Attention
1877,54,Illinois,0,20,Quarterly,3,-2.095708143,80.64080079,-2.095708143,66.49399205,Average,122,Hibernating
1878,69,Pennsylvania,0,3,Annually,1,-2.226929755,81.94441633,-2.226929755,67.64305404,Average,113,Lost
1879,34,Oklahoma,0,5,Monthly,12,-3.194654746,91.55823918,-3.194654746,76.117085,Average,311,Lost
1880,56,Tennessee,0,46,Bi-Weekly,114,2.476265801,35.22071965,2.476265801,26.45880731,Average,551,Loyal Customer
1881,34,New Jersey,0,8,Monthly,12,-2.818072231,87.81709617,-2.818072231,72.81948297,Average,311,Lost
1882,58,New Jersey,0,13,Bi-Weekly,114,0.529585671,54.55993079,0.529585671,43.50520774,Good,522,Potential Loyalist
1883,44,Tennessee,0,25,Quarterly,3,-0.989514617,69.65136814,-0.989514617,56.8074403,Good,133,At Risk
1884,25,Georgia,0,39,Fortnightly,28,0.801435155,51.85925363,0.801435155,41.12471642,Good,343,Loyal Customer
1885,27,Arizona,0,15,Bi-Weekly,114,0.203558445,57.79883444,0.203558445,46.36011471,Good,521,Potential Loyalist
1886,26,Nevada,0,35,Monthly,12,-0.104438068,60.85861273,-0.104438068,49.05713298,Good,343,Loyal Customer
1887,18,Arkansas,0,46,Bi-Weekly,114,4.925346513,10.89043123,4.925346513,5.013059818,Good,555,Champion
1888,64,North Dakota,0,3,Monthly,12,-2.699725401,86.64138461,-2.699725401,71.78316097,Average,312,Need Attention
1889,62,South Dakota,0,48,Weekly,57,3.490799824,25.14187444,3.490799824,17.57488594,Average,455,Champion
1890,59,North Carolina,0,27,Weekly,57,0.685820101,53.00782647,0.685820101,42.13711721,Poor,433,Potential Loyalist
1891,36,Hawaii,0,5,Weekly,57,-0.837169476,68.1379018,-0.837169476,55.47340692,Average,413,Recent Customer
1892,69,New Hampshire,0,48,Quarterly,3,1.44721235,45.44380749,1.44721235,35.46987026,Average,154,At Risk
1893,39,California,0,12,Weekly,57,-1.49267118,74.64995567,-1.49267118,61.21340723,Good,421,Potential Loyalist
1894,28,Delaware,0,10,Fortnightly,28,-2.810712137,87.74397763,-2.810712137,72.75503319,Average,311,Lost
1895,42,Arizona,0,48,Bi-Weekly,114,5.021574582,9.934457567,5.021574582,4.170424111,Poor,555,Champion
1896,31,Washington,0,3,Monthly,12,-1.981891399,79.51009317,-1.981891399,65.49733843,Good,313,Need Attention
1897,57,Nevada,0,19,Monthly,12,-1.29651791,72.70127934,-1.29651791,59.49576131,Average,322,Promising
1898,53,Alaska,0,11,Fortnightly,28,0.509880436,54.75569162,0.509880436,43.67775963,Average,325,Promising
1899,59,Texas,0,25,Monthly,12,1.061217241,49.27845952,1.061217241,38.8498951,Average,335,Promising
1900,32,New York,0,42,Weekly,57,1.006388084,49.82315745,1.006388084,39.33001495,Good,452,Loyal Customer
1901,65,Iowa,0,34,Quarterly,3,0.942517989,50.4576722,0.942517989,39.88930314,Average,145,At Risk
1902,56,Arizona,0,50,Quarterly,3,1.670117007,43.22937063,1.670117007,33.51797175,Average,154,At Risk
1903,31,New Mexico,0,21,Monthly,12,-2.382604669,83.49096215,-2.382604669,69.00624508,Good,331,Promising
1904,59,North Carolina,0,37,Weekly,57,1.631441268,43.61359312,1.631441268,33.85664174,Average,443,Loyal Customer
1905,22,Nevada,0,46,Monthly,12,1.417116252,45.7427959,1.417116252,35.73341132,Good,354,Loyal Customer
1906,47,Idaho,0,14,Fortnightly,28,-1.900421998,78.70073887,-1.900421998,64.78393924,Good,321,Promising
1907,23,Vermont,0,24,Fortnightly,28,-1.419281656,73.92087056,-1.419281656,60.5707607,Good,331,Promising
1908,69,New Mexico,0,36,Every 3 Months,4,0.642605661,53.4371385,0.642605661,42.51553103,Good,244,At Risk
1909,18,Georgia,0,19,Bi-Weekly,114,2.211712351,37.84891467,2.211712351,28.77540981,Average,524,Potential Loyalist
1910,50,Kentucky,0,12,Monthly,12,-0.387663029,63.67229908,-0.387663029,51.5372354,Good,324,Promising
1911,29,New York,0,13,Quarterly,3,-2.495844677,84.61594021,-2.495844677,69.99784842,Average,122,Hibernating
1912,65,Arizona,0,32,Bi-Weekly,114,3.533916033,24.7135383,3.533916033,17.19733231,Good,544,Champion
1913,29,Colorado,0,5,Bi-Weekly,114,0.609154223,53.7694604,0.609154223,42.80845363,Average,513,Recent Customer
1914,49,Kentucky,0,29,Annually,1,-1.018190395,69.93624645,-1.018190395,57.05854412,Average,132,Need Attention
1915,28,Alaska,0,40,Fortnightly,28,2.517457606,34.81150141,2.517457606,26.09810501,Average,345,Loyal Customer
1916,51,Alabama,0,44,Weekly,57,2.580509686,34.1851132,2.580509686,25.54597989,Good,454,Champion
1917,26,Connecticut,0,3,Bi-Weekly,114,0.217347447,57.66184818,0.217347447,46.23936921,Average,512,Recent Customer
1918,38,Hawaii,0,35,Bi-Weekly,114,3.319341134,26.84522352,3.319341134,19.07629002,Average,544,Champion
1919,35,Idaho,0,33,Monthly,12,-1.087402256,70.62382875,-1.087402256,57.6646083,Good,341,Loyal Customer
1920,34,Virginia,0,20,Bi-Weekly,114,1.647556207,43.45349994,1.647556207,33.71552883,Average,523,Potential Loyalist
1921,51,Connecticut,0,40,Every 3 Months,4,1.341768152,46.4913384,1.341768152,36.39320841,Average,244,At Risk
1922,47,Michigan,0,13,Annually,1,-2.632525533,85.97379038,-2.632525533,71.19471512,Average,122,Hibernating
1923,18,Kentucky,0,9,Monthly,12,-1.482079546,74.54473353,-1.482079546,61.12065997,Good,313,Need Attention
1924,64,Nebraska,0,7,Annually,1,-3.047886327,90.10017456,-3.047886327,74.83188504,Good,112,Hibernating
1925,30,Michigan,0,42,Quarterly,3,0.567370731,54.18455672,0.567370731,43.17433712,Good,153,At Risk
1926,59,Utah,0,44,Fortnightly,28,0.049705382,59.32728116,0.049705382,47.70735243,Average,351,Loyal Customer
1927,66,New Mexico,0,6,Annually,1,-0.710257943,66.87710457,-0.710257943,54.3620868,Average,115,Need Attention
1928,40,Florida,0,8,Every 3 Months,4,-3.195893538,91.57054592,-3.195893538,76.12793268,Average,211,About to Sleep
1929,25,Mississippi,0,10,Weekly,57,0.986858052,50.01717772,0.986858052,39.50103264,Average,415,Recent Customer
1930,59,Hawaii,0,46,Quarterly,3,-0.422487958,64.01826587,-0.422487958,51.84218519,Good,151,Need Attention
1931,66,North Carolina,0,26,Weekly,57,0.405465655,55.79299583,0.405465655,44.59208353,Average,433,Potential Loyalist
1932,54,Illinois,0,6,Every 3 Months,4,-2.785415253,87.4926668,-2.785415253,72.53351718,Average,212,About to Sleep
1933,42,Maryland,0,47,Every 3 Months,4,-0.200469672,61.81263462,-0.200469672,49.89804832,Good,252,Need Attention
1934,48,Montana,0,28,Annually,1,-0.285132133,62.65371025,-0.285132133,50.63940803,Good,133,At Risk
1935,34,Michigan,0,23,Annually,1,-1.644678837,76.16006929,-1.644678837,62.54448538,Average,132,Need Attention
1936,19,North Carolina,0,45,Fortnightly,28,1.639051244,43.53799213,1.639051244,33.79000383,Good,353,Loyal Customer
1937,70,Minnesota,0,44,Every 3 Months,4,0.605262639,53.80812116,0.605262639,42.84253087,Good,253,At Risk
1938,43,Delaware,0,11,Monthly,12,-1.765881243,77.36414945,-1.765881243,63.60581267,Good,323,Promising
1939,46,Kentucky,0,39,Bi-Weekly,114,1.569422913,44.22971184,1.569422913,34.39971489,Average,541,Loyal Customer
1940,66,Ohio,0,20,Every 3 Months,4,-1.182857124,71.57212108,-1.182857124,58.50047336,Average,223,About to Sleep
1941,50,Alaska,0,48,Fortnightly,28,2.733467761,32.66555769,2.733467761,24.20657926,Average,355,Loyal Customer
1942,55,Vermont,0,46,Quarterly,3,2.36439699,36.3320756,2.36439699,27.43840356,Average,155,At Risk
1943,63,Alabama,0,22,Monthly,12,-2.060024693,80.28630507,-2.060024693,66.18152449,Average,331,Promising
1944,32,Wisconsin,0,45,Annually,1,0.300566036,56.83511664,0.300566036,45.51065299,Average,153,At Risk
1945,30,Arkansas,0,49,Every 3 Months,4,0.318013691,56.66178365,0.318013691,45.35786994,Average,252,Need Attention
1946,35,Georgia,0,9,Every 3 Months,4,-2.746636974,87.10742564,-2.746636974,72.19394929,Average,212,About to Sleep
1947,59,Louisiana,0,41,Quarterly,3,-0.093013481,60.74511565,-0.093013481,48.95709185,Good,152,Need Attention
1948,59,New York,0,2,Monthly,12,-3.275658554,92.36296808,-3.275658554,76.82640716,Average,311,Lost
1949,54,Connecticut,0,39,Bi-Weekly,114,2.160580326,38.3568836,2.160580326,29.22315515,Average,542,Loyal Customer
1950,63,Nebraska,0,12,Quarterly,3,-0.791599236,67.68518619,-0.791599236,55.07436419,Good,124,Need Attention
1951,43,Arkansas,0,26,Every 3 Months,4,0.11923979,58.63649454,0.11923979,47.09846383,Good,234,At Risk
1952,33,Connecticut,0,32,Bi-Weekly,114,2.351601206,36.45919477,2.351601206,27.55045179,Average,543,Loyal Customer
1953,57,Maryland,0,50,Bi-Weekly,114,4.822223944,11.91489802,4.822223944,5.916068274,Good,554,Champion
1954,25,Colorado,0,3,Fortnightly,28,-2.746367846,87.104752,-2.746367846,72.19159263,Good,311,Lost
1955,26,Colorado,0,3,Quarterly,3,-1.541317015,75.13322565,-1.541317015,61.63938187,Good,114,Need Attention
