,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
2127,2128,70,Male,Boots,Footwear,45.0,North Carolina,M,Indigo,Spring,4.5,0,2-Day Shipping,0,0,40.0,Debit Card,Weekly,57.0,1.0790621336882023,49.10118019164369,1.0790621336882023,38.69363358643554,Good,4,4,2,442,Loyal Customer
2128,2129,62,Male,Coat,Outerwear,47.0,New Mexico,L,Cyan,Fall,2.7,0,2-Day Shipping,0,0,21.0,PayPal,Weekly,57.0,-0.15179598758536494,61.329087968625295,-0.15179598758536494,49.4718298036294,Average,4,3,2,432,Potential Loyalist
2129,2130,40,Male,Skirt,Clothing,57.0,Minnesota,L,Orange,Fall,2.8,0,Store Pickup,0,0,12.0,PayPal,Every 3 Months,4.0,-1.7366715159508694,77.07396665439633,-1.7366715159508694,63.35003325316863,Average,2,2,3,223,About to Sleep
2130,2131,25,Male,Backpack,Accessories,68.0,Arizona,L,Violet,Summer,3.7,0,Free Shipping,0,0,33.0,Credit Card,Annually,1.0,0.10322739086601496,58.79556903676729,0.10322739086601496,47.23867882918842,Average,1,4,3,143,At Risk
2131,2132,19,Male,Shorts,Clothing,52.0,Montana,M,Red,Fall,3.6,0,Express,0,0,9.0,Bank Transfer,Fortnightly,28.0,-1.528721990837076,75.00810092104312,-1.528721990837076,61.52909163023841,Average,3,1,3,313,Need Attention
2132,2133,25,Male,Skirt,Clothing,87.0,Vermont,M,Magenta,Fall,4.7,0,2-Day Shipping,0,0,15.0,Debit Card,Weekly,57.0,1.1218643996079096,48.67596289708623,1.1218643996079096,38.31882903938849,Good,4,2,5,425,Potential Loyalist
2133,2134,21,Male,Hat,Accessories,34.0,Maine,M,Olive,Summer,3.8,0,Standard,0,0,13.0,Bank Transfer,Annually,1.0,-2.7169765922533,86.81276583779045,-2.7169765922533,71.93422365048775,Average,1,2,1,121,Hibernating
2134,2135,55,Male,Sandals,Footwear,41.0,Virginia,XL,Maroon,Winter,2.9,0,Standard,0,0,35.0,Credit Card,Fortnightly,28.0,-0.19330604253345252,61.74146784811738,-0.19330604253345252,49.83531890890017,Average,3,4,2,342,Loyal Customer
2135,2136,34,Male,Sunglasses,Accessories,94.0,California,S,Yellow,Winter,4.6,0,Next Day Air,0,0,1.0,Debit Card,Every 3 Months,4.0,-0.9358217121527648,69.11795826089886,-0.9358217121527648,56.337270224960356,Good,2,1,5,215,About to Sleep
2136,2137,47,Male,Sunglasses,Accessories,93.0,New York,M,Red,Summer,2.8,0,Standard,0,0,25.0,Bank Transfer,Fortnightly,28.0,1.310153503096248,46.80541278812349,1.310153503096248,36.67004688661121,Average,3,3,5,335,Promising
2137,2138,27,Male,Socks,Clothing,51.0,Indiana,XL,Purple,Winter,4.6,0,2-Day Shipping,0,0,20.0,Credit Card,Every 3 Months,4.0,-1.436210301383019,74.08904746769586,-1.436210301383019,60.71899896067205,Good,2,2,2,222,About to Sleep
2138,2139,67,Male,Sweater,Clothing,42.0,Mississippi,M,Teal,Fall,2.8,0,Next Day Air,0,0,36.0,Venmo,Quarterly,3.0,-0.7347261824084195,67.1201832537089,-0.7347261824084195,54.576346654222206,Average,1,4,2,142,Need Attention
2139,2140,40,Male,Boots,Footwear,95.0,New York,M,Red,Winter,3.0,0,Free Shipping,0,0,33.0,Cash,Weekly,57.0,2.705751017161967,32.940908503809204,2.705751017161967,24.449285137674348,Average,4,4,5,445,Champion
2140,2141,53,Male,Handbag,Accessories,90.0,New Mexico,M,Brown,Fall,3.7,0,Standard,0,0,36.0,Cash,Fortnightly,28.0,1.9449717031305802,40.49883831702407,1.9449717031305802,31.1111648319222,Average,3,4,5,345,Loyal Customer
2141,2142,24,Male,Dress,Clothing,98.0,Kentucky,M,Peach,Winter,4.1,0,2-Day Shipping,0,0,32.0,PayPal,Annually,1.0,1.300766477636175,46.8986677942384,1.300766477636175,36.75224580178737,Good,1,4,5,145,At Risk
2142,2143,47,Male,Hat,Accessories,39.0,North Dakota,M,Maroon,Winter,4.3,0,Next Day Air,0,0,21.0,Venmo,Quarterly,3.0,-1.899804755447028,78.69460689996362,-1.899804755447028,64.77853425945585,Good,1,3,2,132,Need Attention
2143,2144,53,Male,Sandals,Footwear,66.0,Arkansas,L,Red,Fall,3.8,0,Next Day Air,0,0,48.0,Venmo,Bi-Weekly,114.0,4.008161873286557,20.002163118636158,4.008161873286557,13.044526522449424,Average,5,5,3,553,Loyal Customer
2144,2145,47,Male,Shoes,Footwear,23.0,Maryland,L,Orange,Winter,3.7,0,Free Shipping,0,0,25.0,PayPal,Quarterly,3.0,-2.298506031981388,82.65548781366515,-2.298506031981388,68.26982258608007,Average,1,3,1,131,Lost
2145,2146,38,Male,Skirt,Clothing,73.0,Connecticut,S,White,Winter,4.8,0,Standard,0,0,32.0,PayPal,Annually,1.0,0.24512823952408846,57.38586107703023,0.24512823952408846,45.99610248038833,Good,1,4,4,144,At Risk
2146,2147,48,Male,Sunglasses,Accessories,23.0,Utah,XL,White,Summer,4.6,0,Standard,0,0,45.0,PayPal,Every 3 Months,4.0,-0.8878551539599582,68.64143652388991,-0.8878551539599582,55.917243767702566,Good,2,5,1,251,Need Attention
2147,2148,47,Male,Skirt,Clothing,43.0,Missouri,S,Charcoal,Fall,4.8,0,Standard,0,0,4.0,Cash,Fortnightly,28.0,-2.2548857513791463,82.22214398695473,-2.2548857513791463,67.88785496913526,Good,3,1,2,312,Need Attention
2148,2149,19,Male,T-shirt,Clothing,45.0,Nebraska,XL,Turquoise,Winter,4.6,0,2-Day Shipping,0,0,19.0,PayPal,Bi-Weekly,114.0,1.1138485833064313,48.75559568399938,1.1138485833064313,38.38902075315719,Good,5,2,2,522,Potential Loyalist
2149,2150,38,Male,Sandals,Footwear,21.0,Hawaii,L,Orange,Winter,4.0,0,Standard,0,0,1.0,Bank Transfer,Weekly,57.0,-2.634195734508813,85.99038291915507,-2.634195734508813,71.20934048777644,Good,4,1,1,411,Recent Customer
2150,2151,57,Male,Shirt,Clothing,40.0,Illinois,M,Orange,Spring,2.6,0,2-Day Shipping,0,0,12.0,Cash,Weekly,57.0,-1.070415884935844,70.45507835919882,-1.070415884935844,57.5158645559186,Average,4,2,2,422,Potential Loyalist
2151,2152,70,Male,Jeans,Clothing,58.0,Vermont,L,Brown,Fall,2.6,0,2-Day Shipping,0,0,18.0,Venmo,Monthly,12.0,-1.0701660027639084,70.45259591536494,-1.0701660027639084,57.51367642470042,Average,3,2,3,323,Promising
2152,2153,38,Male,Shorts,Clothing,48.0,New Jersey,L,Magenta,Summer,4.5,0,Next Day Air,0,0,43.0,Bank Transfer,Bi-Weekly,114.0,2.9019683470241353,30.991595766352848,2.9019683470241353,22.731078265642623,Good,5,5,2,552,Loyal Customer
2153,2154,35,Male,Shirt,Clothing,94.0,Kentucky,M,Violet,Fall,4.2,0,Free Shipping,0,0,31.0,PayPal,Annually,1.0,1.0626375605738971,49.2643494163064,1.0626375605738971,38.83745785728363,Good,1,4,5,145,At Risk
2154,2155,46,Male,Scarf,Accessories,74.0,Wyoming,M,Violet,Spring,3.4,0,Store Pickup,0,0,33.0,Cash,Every 3 Months,4.0,0.4349252642165711,55.50033058885031,0.4349252642165711,44.33411598639785,Average,2,4,4,244,At Risk
2155,2156,32,Male,Handbag,Accessories,51.0,Hawaii,L,Yellow,Fall,3.7,0,Store Pickup,0,0,46.0,PayPal,Monthly,12.0,0.5726056615663364,54.132550523549895,0.5726056615663364,43.12849666094583,Average,3,5,2,352,Loyal Customer
2156,2157,38,Male,Skirt,Clothing,83.0,Missouri,M,Maroon,Winter,3.6,0,Next Day Air,0,0,41.0,Debit Card,Bi-Weekly,114.0,4.241408282452369,17.684986564086895,4.241408282452369,11.002068889441489,Average,5,5,4,554,Champion
2157,2158,41,Male,Handbag,Accessories,68.0,Mississippi,L,Turquoise,Winter,4.0,0,Next Day Air,0,0,41.0,Venmo,Fortnightly,28.0,1.362144048413664,46.288914921774314,1.362144048413664,36.21478377449053,Good,3,5,3,353,Loyal Customer
2158,2159,19,Male,Gloves,Accessories,84.0,Massachusetts,XL,Olive,Spring,4.6,0,Standard,0,0,9.0,Bank Transfer,Fortnightly,28.0,-0.1775050460536055,61.58449351906956,-0.1775050460536055,49.69695508162919,Good,3,1,4,314,Need Attention
2159,2160,18,Male,Shirt,Clothing,58.0,Louisiana,M,Peach,Fall,3.0,0,Free Shipping,0,0,34.0,Cash,Annually,1.0,-0.24980110541447553,62.30271565306271,-0.24980110541447553,50.330026513708695,Average,1,4,3,143,At Risk
2160,2161,45,Male,Blouse,Clothing,92.0,West Virginia,L,Charcoal,Winter,3.3,0,Express,0,0,21.0,PayPal,Annually,1.0,0.2859185118814912,56.98063184714288,0.2859185118814912,45.638916260772724,Average,1,3,5,135,At Risk
2161,2162,23,Male,Dress,Clothing,69.0,Washington,S,Peach,Summer,3.8,0,Express,0,0,5.0,Debit Card,Fortnightly,28.0,-1.087795184778233,70.6277322760299,-1.087795184778233,57.66804903647017,Average,3,1,4,314,Need Attention
2162,2163,60,Male,Shorts,Clothing,48.0,Oregon,S,Black,Summer,2.7,0,Free Shipping,0,0,32.0,PayPal,Weekly,57.0,0.6519243305469014,53.34456257227917,0.6519243305469014,42.43393068036424,Average,4,4,2,442,Loyal Customer
2163,2164,52,Male,Shoes,Footwear,60.0,New York,L,Gray,Spring,4.5,0,Express,0,0,44.0,Bank Transfer,Monthly,12.0,0.8141818293579997,51.732622335387454,0.8141818293579997,41.01309823048968,Good,3,5,3,353,Loyal Customer
2164,2165,42,Male,Sandals,Footwear,20.0,Iowa,S,Olive,Winter,4.8,0,Next Day Air,0,0,46.0,PayPal,Bi-Weekly,114.0,1.9273339172316304,40.67406015261577,1.9273339172316304,31.265612784915387,Good,5,5,1,551,Loyal Customer
2165,2166,29,Male,Pants,Clothing,55.0,Idaho,M,Turquoise,Summer,4.2,0,Express,0,0,42.0,Credit Card,Every 3 Months,4.0,0.2556813939304804,57.28102121238029,0.2556813939304804,45.90369217985366,Good,2,5,3,253,At Risk
2166,2167,31,Male,Jacket,Outerwear,88.0,New Jersey,S,Purple,Spring,3.5,0,Express,0,0,50.0,Credit Card,Bi-Weekly,114.0,5.075577120753881,9.397971636136715,5.075577120753881,3.6975426714403827,Average,5,5,5,555,Champion
2167,2168,30,Male,Skirt,Clothing,48.0,Ohio,L,Green,Winter,4.9,0,Standard,0,0,33.0,Venmo,Fortnightly,28.0,-0.03618093379075621,60.18051512257829,-0.03618093379075621,48.459429012732116,Good,3,4,2,342,Loyal Customer
2168,2169,23,Male,Handbag,Accessories,74.0,Connecticut,M,Beige,Spring,4.1,0,Next Day Air,0,0,32.0,Cash,Quarterly,3.0,0.3395835665176753,56.4474986390206,0.3395835665176753,45.16899005329339,Good,1,4,4,144,At Risk
2169,2170,31,Male,Coat,Outerwear,42.0,Florida,M,Brown,Fall,2.9,0,Next Day Air,0,0,32.0,Bank Transfer,Bi-Weekly,114.0,1.8871203812694517,41.07355981925733,1.8871203812694517,31.617748724627976,Average,5,4,2,542,Loyal Customer
2170,2171,40,Male,Sweater,Clothing,32.0,South Carolina,M,Turquoise,Fall,4.0,0,Next Day Air,0,0,37.0,Venmo,Every 3 Months,4.0,-1.0616397799543584,70.36789251665535,-1.0616397799543584,57.43901525876704,Good,2,4,1,241,Need Attention
2171,2172,39,Male,Shorts,Clothing,98.0,Missouri,M,Yellow,Summer,4.6,0,Store Pickup,0,0,9.0,Cash,Fortnightly,28.0,0.4136523672891629,55.711665280706136,0.4136523672891629,44.520395341612655,Good,3,1,5,315,Need Attention
2172,2173,28,Male,Skirt,Clothing,89.0,Rhode Island,S,Lavender,Fall,2.8,0,Store Pickup,0,0,6.0,PayPal,Fortnightly,28.0,-0.17405779532422005,61.55024695297513,-0.17405779532422005,49.66676870666931,Average,3,1,5,315,Need Attention
2173,2174,23,Male,Gloves,Accessories,97.0,Delaware,S,Cyan,Summer,5.0,0,2-Day Shipping,0,0,36.0,Venmo,Quarterly,3.0,1.5876779414381703,44.048358031566856,1.5876779414381703,34.239861961300115,Good,1,4,5,145,At Risk
2174,2175,42,Male,Backpack,Accessories,49.0,Colorado,S,Olive,Spring,2.9,0,Store Pickup,0,0,1.0,Cash,Annually,1.0,-2.914315236958175,88.7732182299711,-2.914315236958175,73.66224948636841,Average,1,1,2,112,Hibernating
2175,2176,68,Male,Dress,Clothing,50.0,Nebraska,M,Silver,Spring,3.3,0,Free Shipping,0,0,48.0,Credit Card,Fortnightly,28.0,1.0866721097233691,49.02557920763525,1.0866721097233691,38.6269956746425,Average,3,5,2,352,Loyal Customer
2176,2177,24,Male,Belt,Accessories,91.0,Vermont,S,Red,Winter,3.4,0,2-Day Shipping,0,0,44.0,Debit Card,Quarterly,3.0,1.8881391560060203,41.063438844866404,1.8881391560060203,31.608827668803528,Average,1,5,5,155,At Risk
2177,2178,24,Male,Gloves,Accessories,93.0,Montana,XL,Green,Winter,3.0,0,Express,0,0,9.0,PayPal,Bi-Weekly,114.0,2.448406010838198,35.49749154925218,2.448406010838198,26.702765799444382,Average,5,1,5,515,Recent Customer
2178,2179,21,Male,Jewelry,Accessories,98.0,Florida,M,Gold,Summer,4.7,0,Standard,0,0,32.0,Venmo,Annually,1.0,1.300766477636175,46.8986677942384,1.300766477636175,36.75224580178737,Good,1,4,5,145,At Risk
2179,2180,49,Male,Socks,Clothing,82.0,Delaware,L,Lavender,Fall,2.9,0,Next Day Air,0,0,14.0,PayPal,Monthly,12.0,-0.33366049003368115,63.13581315117003,-0.33366049003368115,51.06435396092392,Average,3,2,4,324,Promising
2180,2181,41,Male,Coat,Outerwear,37.0,Connecticut,M,Yellow,Summer,4.1,0,Store Pickup,0,0,43.0,Cash,Quarterly,3.0,-0.46126623728042937,64.40350703251808,-0.46126623728042937,52.18175308150168,Good,1,5,2,152,Need Attention
2181,2182,22,Male,Handbag,Accessories,63.0,Hawaii,M,Black,Fall,3.2,0,Free Shipping,0,0,32.0,Bank Transfer,Bi-Weekly,114.0,2.7738565012836043,32.26431746171219,2.7738565012836043,23.852909114603175,Average,5,4,3,543,Loyal Customer
2182,2183,42,Male,Blouse,Clothing,99.0,New Mexico,M,Maroon,Winter,2.7,0,Store Pickup,0,0,26.0,Venmo,Bi-Weekly,114.0,3.8786147703789453,21.289143315419818,3.8786147703789453,14.178925418938416,Average,5,3,5,535,Potential Loyalist
2183,2184,30,Male,Shorts,Clothing,37.0,Kansas,M,Maroon,Spring,4.7,0,Store Pickup,0,0,2.0,Cash,Monthly,12.0,-3.0645309062075627,90.26552942205109,-3.0645309062075627,74.97763582544684,Good,3,1,2,312,Need Attention
2184,2185,38,Male,Shoes,Footwear,34.0,Nevada,S,Gold,Spring,3.2,0,Free Shipping,0,0,16.0,PayPal,Every 3 Months,4.0,-2.4309514991566132,83.97126168727956,-2.4309514991566132,69.42960144980111,Average,2,2,1,221,About to Sleep
2185,2186,40,Male,Shorts,Clothing,32.0,North Carolina,M,Violet,Winter,2.5,0,Express,0,0,50.0,Debit Card,Every 3 Months,4.0,-0.16169139341788763,61.427393457978276,-0.16169139341788763,49.558480428805716,Poor,2,5,1,251,Need Attention
2186,2187,55,Male,Sandals,Footwear,23.0,New Mexico,XL,Teal,Winter,4.3,0,Next Day Air,0,0,6.0,PayPal,Every 3 Months,4.0,-3.5877003135693704,95.46293369992111,-3.5877003135693704,79.55884825758656,Good,2,1,1,211,About to Sleep
2187,2188,37,Male,Blouse,Clothing,78.0,Idaho,M,Violet,Spring,4.4,0,Free Shipping,0,0,20.0,PayPal,Annually,1.0,-0.37446570042562116,63.541190782327625,-0.37446570042562116,51.42167098770937,Good,1,2,4,124,Need Attention
2188,2189,41,Male,Coat,Outerwear,54.0,California,M,Brown,Winter,4.7,0,Next Day Air,0,0,9.0,Credit Card,Weekly,57.0,-0.6869388684861075,66.64544221129933,-0.6869388684861075,54.15788977666236,Good,4,1,3,413,Recent Customer
2189,2190,38,Male,Blouse,Clothing,94.0,Wisconsin,XL,Brown,Fall,4.0,0,Express,0,0,47.0,Credit Card,Bi-Weekly,114.0,5.121249901007749,8.94423733873062,5.121249901007749,3.297602029336466,Good,5,5,5,555,Champion
2190,2191,42,Male,Belt,Accessories,75.0,Alaska,S,Maroon,Spring,4.6,0,Express,0,0,33.0,Credit Card,Annually,1.0,0.39880609753739915,55.85915491758557,0.39880609753739915,44.65039895918015,Good,1,4,4,144,At Risk
2191,2192,26,Male,Blouse,Clothing,69.0,Pennsylvania,S,Maroon,Summer,3.8,0,Next Day Air,0,0,46.0,Cash,Bi-Weekly,114.0,3.9963848639313193,20.119161318343767,3.9963848639313193,13.147653694857517,Average,5,5,4,554,Champion
2192,2193,41,Male,Scarf,Accessories,35.0,Virginia,L,Yellow,Winter,3.2,0,Next Day Air,0,0,9.0,Credit Card,Monthly,12.0,-2.6643943725061225,86.29039000692525,-2.6643943725061225,71.47377945129422,Average,3,1,1,311,Lost
2193,2194,27,Male,Shirt,Clothing,78.0,California,L,Turquoise,Spring,5.0,0,Express,0,0,8.0,PayPal,Monthly,12.0,-0.9179234019176785,68.9401482573446,-0.9179234019176785,56.180540951020674,Good,3,1,4,314,Need Attention
2194,2195,61,Male,Socks,Clothing,29.000000000000004,Kentucky,M,Silver,Summer,3.5,0,Standard,0,0,48.0,Bank Transfer,Quarterly,3.0,-0.4529364786545774,64.32075539890491,-0.4529364786545774,52.10881228405347,Average,1,5,1,151,Need Attention
2195,2196,58,Male,Jeans,Clothing,62.0,New York,M,Brown,Fall,3.7,0,Next Day Air,0,0,2.0,Cash,Monthly,12.0,-2.008892668095477,79.77833613925924,-2.008892668095477,65.73377914684589,Average,3,1,3,313,Need Attention
2196,2197,25,Male,Dress,Clothing,58.0,Vermont,M,Gray,Spring,4.8,0,Next Day Air,0,0,31.0,PayPal,Weekly,57.0,1.004952826827392,49.83741595598376,1.004952826827392,39.34258299584396,Good,4,4,3,443,Loyal Customer
2197,2198,33,Male,Boots,Footwear,88.0,Pennsylvania,M,Indigo,Summer,3.7,0,2-Day Shipping,0,0,40.0,Venmo,Monthly,12.0,1.719589460186161,42.737888645945844,1.719589460186161,33.084758698137016,Average,3,4,5,345,Loyal Customer
2198,2199,57,Male,Scarf,Accessories,80.0,New York,L,Turquoise,Summer,3.5,0,Free Shipping,0,0,35.0,Venmo,Monthly,12.0,1.0356512291685738,49.5324439805458,1.0356512291685738,39.07376776988984,Average,3,4,4,344,Loyal Customer
2199,2200,39,Male,Scarf,Accessories,47.0,North Carolina,M,Maroon,Summer,4.9,0,Store Pickup,0,0,40.0,Debit Card,Monthly,12.0,-0.011657250317660517,59.93688562972446,-0.011657250317660517,48.244683651042585,Good,3,4,2,342,Loyal Customer
2200,2201,60,Male,Gloves,Accessories,51.0,Wyoming,L,Charcoal,Summer,4.7,0,Next Day Air,0,0,27.0,Debit Card,Every 3 Months,4.0,-0.9516227086326117,69.27493258994669,-0.9516227086326117,56.475634052231335,Good,2,3,2,232,Need Attention
2201,2202,39,Male,Pants,Clothing,25.0,Ohio,L,Peach,Spring,4.9,0,2-Day Shipping,0,0,10.0,Venmo,Annually,1.0,-3.3046867548666827,92.65134751005945,-3.3046867548666827,77.08059701554441,Good,1,1,1,111,Hibernating
2202,2203,42,Male,Dress,Clothing,36.0,Alabama,M,Red,Summer,4.3,0,Next Day Air,0,0,23.0,Credit Card,Weekly,57.0,-0.4778232144259953,64.56799161941107,-0.4778232144259953,52.326736768373614,Good,4,3,2,432,Potential Loyalist
2203,2204,53,Male,Dress,Clothing,79.0,Rhode Island,M,Indigo,Winter,3.1,0,Free Shipping,0,0,32.0,Cash,Quarterly,3.0,0.5507112141400926,54.35005998246223,0.5507112141400926,43.320218717573205,Average,1,4,4,144,At Risk
2204,2205,20,Male,Jeans,Clothing,41.0,Oregon,S,Lavender,Winter,3.4,0,2-Day Shipping,0,0,6.0,Debit Card,Monthly,12.0,-2.618721592252254,85.83665570951915,-2.618721592252254,71.07383880919028,Average,3,1,2,312,Need Attention
2205,2206,46,Male,Sweater,Clothing,68.0,North Dakota,XL,Red,Fall,2.7,0,Express,0,0,27.0,PayPal,Weekly,57.0,1.150300926214851,48.39346143015227,1.150300926214851,38.06982027208399,Average,4,3,3,433,Potential Loyalist
2206,2207,46,Male,Sandals,Footwear,51.0,Illinois,L,Green,Spring,2.6,0,Store Pickup,0,0,25.0,Bank Transfer,Fortnightly,28.0,-0.46331873693205694,64.42389750321378,-0.46331873693205694,52.19972610666082,Average,3,3,2,332,Promising
2207,2208,69,Male,Handbag,Accessories,38.0,New Mexico,M,Gray,Fall,2.9,0,Next Day Air,0,0,11.0,Credit Card,Annually,1.0,-2.6865280720840543,86.51027630618638,-2.6865280720840543,71.66759655575183,Average,1,2,2,122,Hibernating
2208,2209,28,Male,Scarf,Accessories,46.0,Colorado,XL,Violet,Summer,2.7,0,2-Day Shipping,0,0,23.0,PayPal,Monthly,12.0,-1.2307383622359902,72.04779520699846,-1.2307383622359902,58.919752695828365,Average,3,3,2,332,Promising
2209,2210,42,Male,Sandals,Footwear,20.0,Utah,XL,Beige,Summer,4.5,0,2-Day Shipping,0,0,44.0,Bank Transfer,Quarterly,3.0,-1.1098734402323043,70.84706776799521,-1.1098734402323043,57.86138063603023,Good,1,5,1,151,Need Attention
2210,2211,30,Male,Sunglasses,Accessories,25.0,Virginia,M,Orange,Summer,3.1,0,Store Pickup,0,0,35.0,PayPal,Fortnightly,28.0,-0.8689145149251878,68.45327154910416,-0.8689145149251878,55.751387183204784,Average,3,4,1,341,Loyal Customer
2211,2212,50,Male,Sweater,Clothing,89.0,Maine,L,Purple,Winter,3.2,0,Free Shipping,0,0,45.0,Debit Card,Every 3 Months,4.0,1.8990297946559496,40.95524625731945,1.8990297946559496,31.51346213619605,Average,2,5,5,255,At Risk
2212,2213,59,Male,Pants,Clothing,77.0,Nebraska,M,Brown,Winter,3.3,0,Next Day Air,0,0,22.0,Bank Transfer,Quarterly,3.0,-0.22600783455231332,62.06634241329871,-0.22600783455231332,50.12167712106231,Average,1,3,4,134,At Risk
2213,2214,54,Male,Hat,Accessories,94.0,Hawaii,M,Maroon,Fall,2.9,0,Express,0,0,18.0,Debit Card,Quarterly,3.0,0.21491897150652983,57.685973768285514,0.21491897150652983,46.26063452729407,Average,1,2,5,125,Need Attention
2214,2215,50,Male,Belt,Accessories,100.0,Idaho,L,Gold,Fall,4.1,0,Standard,0,0,20.0,Debit Card,Weekly,57.0,2.016930278247914,39.78396890592791,2.016930278247914,30.481048631915485,Good,4,2,5,425,Potential Loyalist
2215,2216,25,Male,Sandals,Footwear,96.0,West Virginia,M,Indigo,Winter,2.7,0,Express,0,0,28.0,Credit Card,Fortnightly,28.0,1.6445104885627302,43.483757503724526,1.6445104885627302,33.74219912441879,Average,3,3,5,335,Promising
2216,2217,41,Male,Pants,Clothing,36.0,Vermont,XL,Silver,Winter,4.0,0,Store Pickup,0,0,15.0,Venmo,Bi-Weekly,114.0,0.4569116217287046,55.28190805308969,0.4569116217287046,44.141589105133946,Good,5,2,2,522,Potential Loyalist
2217,2218,35,Male,Jewelry,Accessories,27.0,Indiana,XL,Red,Fall,2.6,0,Store Pickup,0,0,42.0,Bank Transfer,Fortnightly,28.0,-0.2998758631258137,62.80018120873162,-0.2998758631258137,50.76851374047598,Average,3,5,1,351,Loyal Customer
2218,2219,67,Male,Sunglasses,Accessories,67.0,Idaho,M,Magenta,Winter,3.5,0,Store Pickup,0,0,20.0,Debit Card,Quarterly,3.0,-0.7867167277258356,67.63668112005807,-0.7867167277258356,55.031609766342896,Average,1,2,3,123,Need Attention
2219,2220,33,Male,Blouse,Clothing,91.0,Minnesota,S,Purple,Fall,2.8,0,Store Pickup,0,0,16.0,Bank Transfer,Fortnightly,28.0,0.6026612533681859,53.83396452213866,0.6026612533681859,42.8653103031802,Average,3,2,5,325,Promising
2220,2221,19,Male,Belt,Accessories,62.0,Wyoming,XL,Beige,Fall,4.5,0,Store Pickup,0,0,47.0,Cash,Annually,1.0,0.8190493992199291,51.68426566913895,0.8190493992199291,40.97047461517122,Good,1,5,3,153,At Risk
2221,2222,25,Male,Shorts,Clothing,88.0,Kansas,XL,White,Fall,3.0,0,Free Shipping,0,0,34.0,Credit Card,Annually,1.0,1.016964780320028,49.71808371371251,1.016964780320028,39.23739849938755,Average,1,4,5,145,At Risk
2222,2223,32,Male,Pants,Clothing,66.0,Georgia,M,Teal,Summer,4.4,0,Store Pickup,0,0,30.0,Credit Card,Weekly,57.0,1.2735302640589157,47.16924480231168,1.2735302640589157,36.99074384561175,Good,4,3,3,433,Potential Loyalist
2223,2224,30,Male,Sandals,Footwear,65.0,Kansas,M,Gray,Fall,4.7,0,Next Day Air,0,0,5.0,PayPal,Quarterly,3.0,-1.909569771239961,78.79161703500111,-1.909569771239961,64.8640431044325,Good,1,1,3,113,Lost
2224,2225,18,Male,Gloves,Accessories,25.0,Nebraska,L,Charcoal,Winter,4.3,0,Standard,0,0,38.0,Cash,Quarterly,3.0,-1.3141065863959502,72.87601329236473,-1.3141065863959502,59.649779221830656,Good,1,4,1,141,Need Attention
2225,2226,38,Male,Belt,Accessories,64.0,Washington,S,Olive,Spring,4.8,0,Free Shipping,0,0,18.0,Credit Card,Annually,1.0,-1.1040767116970773,70.78948041433368,-1.1040767116970773,57.81062070156611,Good,1,2,3,123,Need Attention
2226,2227,22,Male,Shirt,Clothing,72.0,Missouri,L,Blue,Spring,4.8,0,Store Pickup,0,0,28.0,Cash,Annually,1.0,-0.07400448585777064,60.556271595627166,-0.07400448585777064,48.790636695212775,Good,1,3,4,134,At Risk
2227,2228,40,Male,Scarf,Accessories,74.0,Washington,S,Gray,Summer,4.4,0,Next Day Air,0,0,42.0,Credit Card,Fortnightly,28.0,1.6847240245249084,43.08425783708296,1.6847240245249084,33.3900631847062,Good,3,5,4,354,Loyal Customer
2228,2229,54,Male,Gloves,Accessories,50.0,Kansas,M,Green,Fall,3.7,0,Free Shipping,0,0,5.0,Credit Card,Weekly,57.0,-1.132748182441417,71.07431592383128,-1.132748182441417,58.06168679291892,Average,4,1,2,412,Recent Customer
2229,2230,70,Male,Pants,Clothing,97.0,Minnesota,M,Silver,Fall,3.9,0,Express,0,0,50.0,Venmo,Monthly,12.0,2.7918872155499512,32.08519209592765,2.7918872155499512,23.695020424639655,Average,3,5,5,355,Loyal Customer
2230,2231,52,Male,Sneakers,Footwear,36.0,Colorado,S,Teal,Spring,3.8,0,Express,0,0,33.0,Venmo,Fortnightly,28.0,-0.5428872880845577,65.21436789831837,-0.5428872880845577,52.89648021846056,Average,3,4,2,342,Loyal Customer
2231,2232,34,Male,Jacket,Outerwear,49.0,Utah,M,Beige,Fall,4.1,0,Store Pickup,0,0,1.0,Credit Card,Weekly,57.0,-1.451880907823276,74.24472644242822,-1.451880907823276,60.85622100774337,Good,4,1,2,412,Recent Customer
2232,2233,65,Male,Shoes,Footwear,64.0,North Carolina,L,Lavender,Spring,4.0,0,Store Pickup,0,0,14.0,Cash,Fortnightly,28.0,-0.675881641721555,66.53559466119646,-0.675881641721555,54.06106548990943,Good,3,2,3,323,Promising
2233,2234,38,Male,Blouse,Clothing,31.000000000000004,Florida,XL,Gray,Summer,4.5,0,Express,0,0,48.0,Credit Card,Monthly,12.0,-0.13345133099464457,61.14684375614073,-0.13345133099464457,49.31119202998637,Good,3,5,1,351,Loyal Customer
